name,openalex_id,works_count,cited_by_count,last_known_institution
Ammara Chaikan,A5078285617,10,238,University of Liverpool
Mirla Pérez,A5081203419,10,1,Thammasat University
Arroon Ketsakorn,A5081301390,10,10,Thammasat University
Teera Sindecharak,A5081556464,10,10,Thammasat University
Jeeraporn Kummabutr,A5082751747,10,10,Thammasat University
Artitaya Thiengsusuk,A5082781231,10,131,Thammasat University
Hendi Wicaksono Agung,A5082927606,10,11,Thammasat University
P. Klaywittaphat,A5082934178,10,19,Thammasat University
Sutthinan Chawalchitiporn,A5083175345,10,50,Thammasat University
Serena Autiero,A5083226573,10,11,Ruhr University Bochum
Indika Thushari,A5085869032,10,492,Chulalongkorn University
Hanh Thi Dang,A5086555287,10,35,National Institute of Nutrition
นคร ภู่วโรดม,A5088337968,10,1,Yala Rajabhat University
Apinya Padon,A5089158240,10,88,Thammasat University
Nantina Moonprasith,A5089217811,10,52,Thailand National Metal and Materials Technology Center
Yutana Chongjarearn,A5089679166,10,13,Dhurakij Pundit University
Thanya Sitthisettapong,A5091559901,10,227,Thammasat University
Krittapong Deshsorn,A5092648558,10,128,Thammasat University
Katavut Vichai,A5093959647,10,20,Thammasat University
Poramed Wongjom,A5094200517,10,11,Thammasat University
Shaoqian Xu,A5100512318,10,181,Harbin Medical University
Karin Sumongkayothin,A5102826134,10,23,Mahidol University
Kumpol Amnuaypattanapon,A5108867368,10,143,Mahidol University
Paranee Sriromreun,A5109884781,10,113,Srinakharinwirot University
Tasman Smith,A5110015302,10,1036,Thammasat University
Sudaporn Chungloo,A5110282686,10,184,Thammasat University
Hoang Nguyen,A5110460180,10,355,Agence française de développement
Justus Nsio-Mbeta,A5112728017,10,334,University of Southampton
Kritchanan Charoensuk,A5000001254,9,49,Thailand Graduate Institute of Science and Technology
Ronnapoom Samakkeekarom,A5000202542,9,122,Thammasat University
Varalee Mingkwansook,A5000550123,9,99,Thammasat University Hospital
K. Vimala,A5000888106,9,62,Mother Teresa Women's University
Aritsa Bunpheng,A5003338207,9,96,Kasetsart University
Nedruetai Punaglom,A5003790379,9,19,Thammasat University
Nattagorn Choochouy,A5004049279,9,114,Mahidol University
Sittichoke Tabthong,A5004081404,9,161,Kasetsart University
Siripak Jittirattanakun,A5004118033,9,5,Thammasat University
Kanokwan Sawangsup,A5006192478,9,162,Thammasat University
T. Angsachon,A5006999845,9,17,St Petersburg University
Chanon Adsanatham,A5007567538,9,84,Miami University
Kittikhun Kerdsomboon,A5007586701,9,188,Mahidol University
Pawan Boonyoung,A5008251143,9,98,National Science and Technology Development Agency
Worachate Romalee,A5009733548,9,46,Thammasat University
Alison Paolo N. Bareng,A5009787391,9,57,Burnet Institute
Chonlawat Chaichan,A5009803164,9,167,Mahidol University
Borworn Khuhirun,A5010018009,9,9,Thammasat University
Pranshu Shrivastava,A5011776606,9,153,Energy and Resources Institute
Surangrat Pongpan,A5012195804,9,23,Thammasat University
W. Anotaipaiboon,A5012597951,9,231,National Science and Technology Development Agency
Patikhom Cheevarunothai,A5014072908,9,88,University of Washington
Bunthoeun Nim,A5015818367,9,147,Thammasat University
Chumpol Monthatipkul,A5015835894,9,52,King Mongkut's University of Technology Thonburi
Neramitr Chirakanphaisarn,A5016327467,9,74,Mahidol University
Monin Techawachirakul,A5016922134,9,80,Nanyang Technological University
V-ris Jaijongrak,A5017037929,9,60,Tokyo Institute of Technology
T. Onjun,A5017480768,9,8,Thammasat University
Wanida Chooaksorn,A5017884173,9,136,Thammasat University
Pemika Misila,A5019555134,9,102,Thammasat University
Panintorn Prempree,A5019701544,9,193,Thammasat University
Nawalax Thongjub,A5019821635,9,11,Thammasat University
Sopida Sungsoontorn,A5019920312,9,86,Rajamangala University of Technology Rattanakosin
Rachadaporn Kaewklum,A5020282690,9,226,Burapha University
W. Tattiyakul,A5020455513,9,27,Johns Hopkins University
Veerachart Srisamosorn,A5021205687,9,48,The University of Tokyo
Bonita Firdiana,A5022322103,9,44,Ministry of Marine Affairs and Fisheries
Oceu Dwi Putri,A5022541800,9,197,Indonesia University of Education
Thaweephol Dechatiwongse Na Ayudhya,A5023597137,9,105,Thammasat University
Amornched Jinda-apiraksa,A5023659229,9,90,Google (United States)
Ruchipas Bavontaweepanya,A5024041683,9,276,Suranaree University of Technology
B.W. Jimba,A5024233755,9,42,Ahmadu Bello University
Artite Pattanapongchai,A5024837977,9,31,Thammasat University
Wansa Paoin,A5025101740,9,283,Thammasat University
Kullaya Limroongreungrat,A5025282058,9,129,Thammasat University
Chalinee Ronpirin,A5025371447,9,101,Virginia Commonwealth University Medical Center
Thodsaphon Lunnoo,A5026433816,9,283,Thammasat University
Siripatra Patchanee,A5026717853,9,11,Thammasat University
Sudarat Nidsunkid,A5026838030,9,17,Thammasat University
Suriyakit Yommee,A5027612293,9,93,King Mongkut's University of Technology Thonburi
Siripen Tor-Udom,A5027720446,9,254,Thammasat University
Pornsiri Singhapreecha,A5029117239,9,188,Thammasat University
Cody Freeman,A5029662483,9,188,Emory University
Aubonphan Buppajarntham,A5029918463,9,41,Johns Hopkins University
สุกุลพัฒน์ คุ้มไพศาล,A5029942303,9,0,Thammasat University
Wilawan Rukpakavong,A5030511541,9,73,Thammasat University
Tawan Imvised,A5030573032,9,136,Thammasat University
กฤตพร ห้าวเจริญ,A5031776538,9,0,Thammasat University
Wilaiwan Khanittanan,A5032636842,9,46,Thammasat University
Wipa Tangkananond,A5034227456,9,8,Thammasat University
Channarong Rungruang,A5034444944,9,36,Chulalongkorn University
Siriluck Kanchanomai,A5035417180,9,199,Thammasat University
Sinee Weschawalit,A5035687088,9,156,Thammasat University
Nanthawat Kosa,A5036610623,9,61,Thammasat University
Xaysackda Vilaysouk,A5037447608,9,211,Ritsumeikan University
Kanin Rungsardthong,A5037977853,9,94,National Nanotechnology Center
Sarunwit Promsaka Na Sakonnakron,A5039236844,9,13,Ritsumeikan University
Jirot Sindhvananda,A5040682668,9,166,Juntendo University
W Panunto,A5041026708,9,125,Thammasat University
Sunisa Aobaom,A5041603731,9,15,Yala Rajabhat University
Natthaumporn Inprom,A5041948746,9,35,Thammasat University
Bumpenporn Sanannam,A5042089795,9,33,Thammasat University
Nantapath Trakultraipruk,A5042305839,9,13,Thammasat University
Phasin Wanidwaranan,A5042728307,9,56,Thammasat University
Arnit Toneluck,A5043448763,9,107,Thammasat University
Wanwiphang Manachotphong,A5043468094,9,94,Thammasat University
Natwadee Poomipark,A5043526556,9,45,Thammasat University
Nuankamol Amnuaysin,A5043690601,9,151,Thammasat University
Supapen Lertvutivivat,A5043840614,9,60,Thammasat University
Thaval Rerksngarm,A5045208234,9,1,Pathumthani University
Krit Inthajak,A5045838186,9,54,Thammasat University
Wiradee Sasikarn,A5046428211,9,17,Thammasat University
Waraporn Srikhum,A5046651993,9,309,Norwegian University of Science and Technology
Ladda Meesuk,A5046762945,9,252,Thammasat University
Siriya Skolthanarat,A5047043072,9,38,Thammasat University
Prateep Amonruttanapun,A5047122962,9,22,Thammasat University
Punnawit Pinitchanon,A5047405099,9,22,Thammasat University
Narongkorn Uthathip,A5049031188,9,32,Thammasat University
Warodom Wirojsirasak,A5049398109,9,112,Thammasat University
Orada Sriwatananukulkit,A5049425144,9,57,Institute of Forensic Science
Suphawat Pookcharoen,A5049642289,9,35,Thammasat University
P. Panja,A5049694781,9,28,Thammasat University
W. Kaewboonsong,A5049777119,9,89,Thammasat University
Chalidaporn Songsamphan,A5049969099,9,35,Kyoto University
Wasin Punthong,A5049971087,9,2,University College London
Chittinad Havanond,A5050471605,9,238,Thammasat University
K. Jaioun,A5051151054,9,11,Burapha University
Vannakorn Mongkol,A5051867272,9,28,Thammasat University
Siranart Jeerawattanawart,A5053034527,9,92,Rangsit University
Weerawan Hankamolsiri,A5053378157,9,86,Thailand National Metal and Materials Technology Center
Arunee Ratikan,A5053584129,9,53,Thammasat University
Janjira Inprasit,A5053955986,9,24,Mie University
Sothyrak Rath,A5054464176,9,25,Thammasat University
Nutthajit Onmek,A5054863066,9,70,Prince of Songkla University
Shamim Noor,A5055328972,9,63,University of Chittagong
Natachai Wongchavalidkul,A5056595472,9,50,Hodges University
Yossawee Weerakamhaeng,A5057574408,9,36,University of Tsukuba
Kusawadee Maluangnon,A5057912992,9,15,Thammasat University
Tawikan Treeyaprasert,A5059069542,9,31,Burapha University
Siriporn Kittiwisut,A5059191735,9,106,SIT Graduate Institute
Sawat Pararach,A5059365986,9,6,Thammasat University
Siripong Sirisuk,A5060712659,9,9,Chulalongkorn University
Anin Aroonruengsawat,A5060918098,9,440,Thammasat University
Nutthan Nuntharadthanaphong,A5061896080,9,70,Thammasat University
Thuraisingam Jeyakaran,A5062428314,9,84,Thammasat University
Kanokwan Singha,A5062793866,9,29,Thammasat University
Sasikarn Yeepo,A5062814597,9,34,Chulalongkorn University
Sanita Hirunrassamee,A5063520726,9,64,Thai Health Promotion Foundation
Monthira Duangsaphon,A5063809016,9,6,Thammasat University
Istvan Rado,A5063967806,9,38,Thammasat University
Peraya Hiranmartsuwan,A5063982805,9,63,National Nanotechnology Center
Theerada Chandee,A5064759138,9,161,Harborview Injury Prevention and Research Center
Darren Dhananthat Chawhuaveang,A5064799632,9,158,Prince Philip Dental Hospital
Babatunde Oluwaseun Ajayi,A5065039124,9,41,Federal University of Technology
Wasin Siwasarit,A5066049379,9,105,University of North Carolina at Chapel Hill
Thamavit Terdudomtham,A5067770201,9,44,Thammasat University
Nattanida Thepphankulngarm,A5068182000,9,75,Bangkok University
Kallaya Tantiyaswasdikul,A5070424813,9,45,Thammasat University
Nopporn Sarobol,A5070943995,9,18,Thammasat University
Wantha Jenkhetkan,A5071492565,9,35,Kasetsart University
A. Yoosabai,A5071841546,9,27,Thammasat University
Thanachart Ritbumroong,A5072267928,9,8,Thammasat University
Preeyaphan Arunakul,A5072934471,9,115,Thammasat University
Adisorn Juntrasook,A5074228175,9,209,University of Otago
Supawadee Seubsasana,A5074543283,9,101,Thammasat University
Warunya Woradulayapinij,A5075664966,9,162,Thammasat University
Lee Aing,A5075960700,9,21,National Chung Cheng University
Luxsana Panrit,A5076139354,9,47,Thammasat University
Yongtanit Pimonsathean,A5077783575,9,6,Thammasat University
Nattawat Watcharajittanont,A5078259565,9,86,Prince of Songkla University
J Pattara-arechachai,A5078547130,9,258,Thammasat University
Pannarat Saisirivechakun,A5079343133,9,29,Thammasat University
Pitcha Ratanawong,A5080066245,9,221,Mahidol University
Jitiporn Wongwatcharapaiboon,A5080632582,9,80,Thammasat University
Rosalyn Kupwiwat,A5081766260,9,181,QIMR Berghofer Medical Research Institute
Isaac A Jamieson,A5081937704,9,71,Imperial College London
Vanida Jansom,A5082242105,9,4,Thammasat University
Attapol Pinitpatcharalert,A5082290760,9,152,Rangsit University
Pimwan Thongdee,A5082608671,9,72,Phramongkutklao College of Medicine
Noppasorn Sutthibutr,A5082864113,9,31,Thammasat University
Kanlaya Insee,A5083533904,9,72,Thammasat University
Mintra Puripunyavanich,A5084346198,9,12,Chulalongkorn University
Warissara Limpornchitwilai,A5084553136,9,39,King Mongkut's University of Technology Thonburi
Adul Supanut,A5084693239,9,24,Corvid Technologies (United States)
Haening Ratna Sumiar,A5084904082,9,6,Thammasat University
Wanchai Pijitrojana,A5085677132,9,12,Thammasat University
Jirapon Tubtimhin,A5086091468,9,14,Thammasat University
Manasavee Lohvithee,A5086261618,9,56,University of Bath
Passapong Sripicharn,A5086468802,9,60,Thammasat University
Panadda Leelaudomlipi,A5087140983,9,307,Cosmetic Laser Dermatology
Sirisak Wongsura,A5087315204,9,28,The University of Tokyo
Supawadee Suebsasana,A5087743824,9,229,Khon Kaen University
Piyawit Koombhongse,A5089623011,9,637,University of Akron
Poramed Wongjom,A5091087648,9,99,Thammasat University
T. Chimoye,A5091389576,9,34,Thammasat University
Rahul Kumar,A5091650516,9,86,The University of Osaka
Siriporn Nonkhwao,A5092828705,9,10,Khon Kaen University
Pattara Somnuake,A5093528207,9,6,Silpakorn University
Muhammad Amir,A5102890154,9,45,Thammasat University
Bishwanath Acharya,A5103161559,9,150,Thammasat University
Rungrueang Pattanakul,A5108832493,9,24,Khon Kaen University
Thu Hien,A5109580713,9,24,Agence française de développement
P. C. C. Evans,A5109762061,9,6,Thammasat University
Wanwisa Skolpap,A5112464330,9,133,Thammasat University
Kovit Charnvitayapong,A5000325487,8,39,Thammasat University
Aphichat Chatkrailert,A5002364835,8,4,Thammasat University Hospital
Nada Chaiyajit,A5002921001,8,53,Thammasat University
Montree Toso,A5003125166,8,50,Thammasat University
Pongpat Sukhavattanakul,A5003417346,8,77,Thammasat University
Jaakchai Jungthirapanich,A5003828980,8,49,King Chulalongkorn Memorial Hospital
Narakorn Leeprechanon,A5004326924,8,353,Thammasat University
Ilya Ardakani,A5004400871,8,17,Thammasat University
Siriwon Taewijit,A5004680243,8,77,Thammasat University
Chitlada Limjindaporn,A5005308979,8,100,Thammasat University
Jutaphet Wetcharungsri,A5005431139,8,138,National Science and Technology Development Agency
Pasindu Kuruppuarachchi,A5005557685,8,35,Munster Technological University
Chunyarat Nititerapad,A5006228893,8,11,Chulalongkorn University
Chatnapa Nuntue,A5007595738,8,5,Thammasat University
Sutatip Bhamarapravati,A5007742091,8,182,Mahidol University
Sinee Siricoon,A5008185717,8,55,Thailand Institute of Scientific and Technological Research
Lyhour Hak,A5008501314,8,81,Thammasat University
Sakchai Vongkittirux,A5010482330,8,25,Thammasat University
Kannaphob Ladthavorlaphatt,A5010604404,8,7,Thammasat University Hospital
Woranuch Chetpakdeechit,A5010686561,8,99,Thammasat University
Nutchanart Bunthumporn,A5010985967,8,6,Thammasat University
Nawarerk Chalarak,A5011500909,8,15,Thammasat University
Euamporn Phijaisanit,A5012075284,8,7,Thammasat University
Somboon Siriprachai,A5012608352,8,32,Thammasat University
Mathukorn Na-Ubol,A5013147001,8,89,Mahidol University
Jaruwat Vechasilp,A5013699476,8,8,Siriraj Hospital
Darunee Srichana,A5014125004,8,50,Thammasat University
Thornchanok Uerpairojkit,A5014819640,8,55,Thammasat University
Pornrut Rabintossaporn,A5014893520,8,18,Thammasat University
Kanet Ponpetch,A5015334160,8,4,King Mongkut's Institute of Technology Ladkrabang
Sawittree Jumpathong,A5015526680,8,13,Thammasat University
Naris Charoenporn,A5016792408,8,5,Thammasat University
Diana M. Benjumea Mejia,A5016906003,8,25,Universidad Nacional de Colombia
Nichaporn Wongsirojkul,A5017485224,8,126,Japan Advanced Institute of Science and Technology
Sudsayam Manuwong,A5017511188,8,107,Thammasat University
Awanwee Petchkongkaew,A5017675284,8,41,Queen's University Belfast
Tran Thanh Ha,A5017781412,8,32,Thammasat University
Thipnatee Sansawatt,A5018972029,8,275,University of Edinburgh
C. Chaichantipyuth,A5019065773,8,1,Thammasat University
Lowell Tan Cabangon,A5019315878,8,84,Thammasat University
Kittima Sillapasa,A5020042994,8,112,Ubon Ratchathani University
Anusara Hirunyawanakul,A5020784099,8,29,Prince of Songkla University
Patteera Sodata,A5022350099,8,39,Thammasat University
Sivarin Lertpusit,A5023446138,8,5,Thammasat University
Suwanchai Sangsuk-Iam,A5023565131,8,180,"University of California, Berkeley"
Pinyo Jinuntuya,A5024069795,8,16,Chulalongkorn University
Pitisan Krammart,A5024173236,8,298,Rajamangala University of Technology Isan
Kanmanee Sukkasem,A5024267188,8,23,Thammasat University
Ornnuthchar Poungpair,A5026374961,8,220,Thammasat University
Natthaporn Klubthawee,A5026449778,8,234,Thammasat University
Rodger Doran,A5026525614,8,35,World Health Organization Regional Office for the Western Pacific
Somkiat Chawengkijwanich,A5026556380,8,0,Thammasat University
Seelassaya Leelaponglit,A5027116868,8,25,Thammasat University
Jay F. Karls,A5027872392,8,203,University of Wisconsin–Milwaukee
Punyanut Amorndoljai,A5028533795,8,45,Chulalongkorn University
Aporn Bualuang,A5029349129,8,6,Thammasat University
Natdanai Aleenajitpong,A5029695683,8,70,Rajamangala University of Technology Rattanakosin
Phattarasaya Tantiwattanakul,A5031130657,8,28,Thammasat University
Sutiwa Benjakul,A5031221298,8,121,Thammasat University
ศิริพร วัชชวัลคุ,A5031356063,8,2,Thammasat University
Kedsara Rakpongsiri,A5031682666,8,8,Thammasat University
Pisit Wattanaruangkowit,A5032484992,8,30,Thammasat University
สุกัญญา บํารุงสุข,A5032685134,8,14,Thammasat University
Hoang Dung Nguyen,A5032726743,8,107,Vietnam National University Ho Chi Minh City
Jiratha Rachanakul,A5032900622,8,61,Mahidol University
Unyamanee Kummaraka,A5033489962,8,80,Thammasat University
Kritchakorn Sawakwongpra,A5033549059,8,83,Thammasat University
Patittar Nakwong,A5034066172,8,20,Phranakhon Si Ayutthaya Rajabhat University
Win‐Chin Chiang,A5034199061,8,254,Second Military Medical University
Wanapa Naravage,A5035328621,8,29,Thammasat University
